H	2	1024	"2017-03-22 14:33:29"	137	7.08
0	0
1	17
2	11
3	11
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	2
24	10
25	3
26	12
27	6
28	49
29	105
30	173
31	706
32	1228
33	1368
34	1443
35	1551
36	1711
37	1694
38	1760
39	1868
40	1907
41	1921
42	2012
43	2121
44	2127
45	2045
46	2142
47	2026
48	2074
49	1972
50	1910
51	1841
52	1764
53	1762
54	1706
55	1726
56	1695
57	1695
58	1591
59	1560
60	1489
61	1521
62	1498
63	1542
64	1561
65	1476
66	1494
67	1481
68	1534
69	1534
70	1542
71	1555
72	1597
73	1598
74	1651
75	1672
76	1642
77	1718
78	1757
79	1776
80	1798
81	1844
82	1827
83	1792
84	1890
85	1907
86	1986
87	1936
88	1940
89	2059
90	2085
91	2034
92	2034
93	2100
94	2151
95	2293
96	2219
97	2271
98	2297
99	2325
100	2376
101	2373
102	2408
103	2470
104	2538
105	2530
106	2608
107	2655
108	2756
109	2792
110	2765
111	2793
112	2978
113	3016
114	3095
115	3079
116	3052
117	3138
118	3150
119	2938
120	3030
121	2933
122	2901
123	2978
124	2883
125	2872
126	2914
127	2872
128	2732
129	2838
130	2818
131	2731
132	2817
133	2773
134	2722
135	2713
136	2615
137	2649
138	2609
139	2562
140	2574
141	2597
142	2492
143	2576
144	2483
145	2439
146	2490
147	2461
148	2346
149	2407
150	2389
151	2289
152	2289
153	2242
154	2244
155	2212
156	2135
157	2161
158	2178
159	2134
160	2063
161	2005
162	2001
163	2014
164	1969
165	1953
166	1881
167	1968
168	1989
169	1837
170	1924
171	1909
172	1831
173	1878
174	1898
175	1813
176	1807
177	1852
178	1747
179	1742
180	1807
181	1720
182	1745
183	1687
184	1758
185	1751
186	1616
187	1694
188	1643
189	1676
190	1602
191	1651
192	1554
193	1642
194	1641
195	1645
196	1598
197	1627
198	1573
199	1578
200	1627
201	1532
202	1576
203	1536
