H	2	1024	"2017-03-22 14:58:34"	409	4.02
0	0
1	2
2	3
3	2
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	5
24	8
25	7
26	10
27	17
28	37
29	93
30	186
31	944
32	1797
33	2007
34	2147
35	2323
36	2332
37	2496
38	2535
39	2734
40	2910
41	3054
42	3255
43	3307
44	3414
45	3393
46	3351
47	3370
48	3214
49	3129
50	3105
51	3065
52	2904
53	2837
54	2686
55	2656
56	2612
57	2475
58	2372
59	2458
60	2308
61	2151
62	2163
63	2129
64	2248
65	2198
66	2178
67	2256
68	2153
69	2227
70	2363
71	2364
72	2364
73	2368
74	2361
75	2474
76	2326
77	2431
78	2519
79	2579
80	2668
81	2695
82	2634
83	2661
84	2761
85	2787
86	2755
87	2779
88	2865
89	2917
90	2956
91	2934
92	3014
93	3021
94	3077
95	3055
96	3204
97	3281
98	3340
99	3353
100	3339
101	3557
102	3568
103	3653
104	3742
105	3940
106	3942
107	4168
108	4174
109	4214
110	4226
111	4391
112	4433
113	4239
114	4305
115	4240
116	4127
117	4164
118	3944
119	3933
120	3781
121	3775
122	3775
123	3755
124	3824
125	3651
126	3767
127	3707
128	3710
129	3680
130	3618
131	3637
132	3738
133	3754
134	3622
135	3594
136	3745
137	3742
138	3626
139	3834
140	3749
141	3634
142	3686
143	3680
144	3580
145	3697
146	3566
147	3691
148	3592
149	3502
150	3700
151	3550
152	3581
153	3400
154	3438
155	3372
156	3388
157	3377
158	3299
159	3352
160	3323
161	3209
162	3219
163	3288
164	3151
165	3118
166	3227
167	3041
168	3124
169	2927
170	3108
171	2989
172	3113
173	2904
174	2992
175	2914
176	2963
177	2806
178	2954
179	2973
180	2849
181	2878
182	2857
183	2762
184	2833
185	2749
186	2732
187	2871
188	2746
189	2687
190	2650
191	2708
192	2591
193	2610
194	2735
195	2587
196	2530
197	2590
198	2558
199	2492
200	2415
201	2422
202	2350
203	2315
204	2180
205	2193
206	2122
207	1996
208	1970
209	1892
210	1912
211	1786
212	1789
213	1702
214	1684
215	1682
216	1631
217	1590
218	1634
219	1538
220	1482
221	1428
222	1415
223	1455
224	1367
225	1381
226	1284
227	1323
228	1332
229	1244
230	1253
231	1253
232	1300
233	1230
234	1258
235	1228
236	1238
237	1217
238	1230
239	1263
240	1208
241	1169
242	1214
243	1180
244	1182
245	1107
246	1161
247	1178
248	1144
249	1143
250	1191
251	1127
252	1175
253	1165
254	1164
255	1160
256	1182
257	1109
258	1174
259	1173
260	1182
261	1140
262	1145
263	1125
264	1155
265	1193
266	1155
267	1174
268	1237
269	1208
270	1318
271	1260
272	1251
273	1266
274	1363
275	1311
276	1343
277	1354
278	1435
279	1444
280	1499
281	1570
282	1680
283	1768
284	1787
285	1912
286	2070
287	2155
288	2280
289	2529
290	2676
291	2904
292	3122
293	3376
294	3755
295	3973
296	4385
297	4852
298	5319
299	5802
300	6377
301	6775
302	7212
303	7771
304	8366
305	9017
306	9512
307	9963
308	10422
309	11145
310	11372
311	11823
312	11923
313	12130
314	12211
315	12533
316	12214
317	12211
318	11866
319	11601
320	11093
321	10659
322	10197
323	9578
324	8951
325	8258
326	7733
327	7080
328	6415
329	5789
330	5092
331	4601
332	4057
333	3529
334	3021
335	2675
336	2226
337	2091
338	1762
339	1521
340	1321
341	1136
342	1023
343	899
344	792
345	750
346	646
347	658
348	581
349	598
350	534
351	567
352	503
353	519
354	494
355	490
356	558
357	514
358	480
359	497
360	487
361	486
362	478
363	513
364	493
365	460
366	460
367	479
368	524
369	467
370	529
371	493
372	530
373	506
374	476
375	468
376	508
377	463
378	487
379	447
380	519
381	467
382	523
383	481
384	509
385	460
386	486
387	471
388	459
389	463
390	520
391	491
392	482
393	469
394	509
395	491
396	512
397	518
398	488
399	478
400	477
401	496
402	483
403	505
404	478
405	513
406	491
407	472
408	490
409	477
410	479
411	490
412	471
413	491
414	468
415	490
416	446
417	441
418	513
419	498
420	483
421	487
422	517
423	516
424	501
425	547
426	495
427	524
428	476
429	489
430	482
431	525
432	535
433	473
434	519
435	504
436	514
437	514
438	546
439	513
440	466
441	464
442	502
443	501
444	509
445	479
446	513
447	471
448	453
449	486
450	464
451	480
452	441
453	454
454	463
455	479
456	457
457	460
458	452
459	474
460	458
461	451
462	431
463	463
464	445
465	416
466	462
467	445
468	478
469	482
470	477
471	459
472	487
473	440
474	453
475	447
476	423
477	468
478	453
479	428
480	444
481	437
482	497
483	476
484	520
485	471
486	486
487	452
488	468
489	477
490	433
491	460
492	489
493	451
494	435
495	419
496	448
497	436
498	427
499	484
500	460
501	408
502	428
503	487
504	480
505	495
506	461
507	464
508	437
509	449
510	487
511	423
512	415
513	485
514	446
515	442
516	489
517	443
518	449
519	441
520	443
521	423
522	461
523	463
524	484
525	468
526	511
527	477
528	424
529	455
530	448
531	452
532	470
533	430
534	444
535	469
536	445
537	461
538	461
539	485
540	478
541	498
542	491
543	463
544	492
545	481
546	464
547	466
548	455
549	444
550	485
551	469
552	454
553	472
554	459
555	423
556	477
557	435
558	472
559	492
560	469
561	495
562	444
563	473
564	461
565	467
566	462
567	471
568	460
569	450
570	497
571	466
572	488
573	464
574	443
575	432
576	457
577	475
578	485
579	479
580	462
581	486
582	521
583	452
584	522
585	416
586	458
587	511
588	464
589	464
590	530
591	458
592	460
593	436
594	517
595	486
596	516
597	494
598	496
599	520
600	461
601	461
602	437
603	511
604	492
605	510
606	467
607	498
608	508
609	509
610	495
611	452
612	451
613	503
614	482
615	470
616	463
617	456
618	475
619	435
620	448
621	435
622	432
623	439
624	419
625	447
626	444
627	431
628	430
629	422
630	407
631	418
632	446
633	379
634	383
635	370
636	347
637	365
638	369
639	362
640	337
641	357
642	351
643	294
644	273
645	288
646	272
647	275
648	302
649	292
650	264
651	261
652	257
653	276
654	244
655	262
656	284
657	226
658	237
659	248
660	215
661	223
662	214
663	217
664	223
665	191
666	211
667	209
668	217
669	192
670	210
671	205
672	180
673	174
674	176
675	215
676	165
677	186
678	166
679	172
680	175
681	141
682	192
683	159
684	162
685	167
686	180
687	172
688	172
689	185
690	181
691	183
692	171
693	188
694	176
695	177
696	178
697	172
698	165
699	186
700	185
701	179
702	158
703	180
704	173
705	179
706	197
707	180
708	190
709	207
710	227
711	228
712	218
713	215
714	220
715	231
716	218
717	236
718	228
719	256
720	282
721	287
722	292
723	298
724	276
725	329
726	293
727	304
728	348
729	357
730	408
731	424
732	428
733	477
734	483
735	464
736	505
737	562
738	542
739	560
740	579
741	584
742	636
743	705
744	696
745	743
746	800
747	819
748	895
749	901
750	928
751	932
752	996
753	1034
754	1033
755	1131
756	1132
757	1155
758	1150
759	1157
760	1221
761	1304
762	1230
763	1332
764	1326
765	1353
766	1403
767	1334
768	1332
769	1383
770	1393
771	1359
772	1328
773	1347
774	1347
775	1341
776	1336
777	1323
778	1275
779	1212
780	1165
781	1135
782	1114
783	1080
784	1048
785	1028
786	931
787	913
788	929
789	844
790	816
791	772
792	778
793	686
794	686
795	622
796	558
797	551
798	488
799	459
800	390
801	397
802	365
803	318
804	293
805	291
806	286
807	241
808	226
809	237
810	211
811	195
812	185
813	164
814	154
815	140
816	114
817	113
818	126
819	135
820	113
821	91
822	102
823	102
824	88
825	85
826	76
827	80
828	89
829	82
830	87
831	75
832	103
833	81
834	68
835	90
836	93
837	57
838	79
839	82
840	80
841	97
842	67
843	89
844	83
845	77
846	86
847	65
848	75
849	71
850	78
851	66
852	58
853	67
854	75
855	65
856	64
857	75
858	70
859	80
860	72
861	68
862	72
863	80
864	64
865	70
866	85
867	86
868	92
869	74
870	74
871	67
872	71
873	76
874	71
875	75
876	93
877	64
878	81
879	64
880	68
881	64
882	86
883	76
884	81
885	68
886	78
887	87
888	81
889	69
890	74
891	77
892	81
893	75
894	73
895	74
896	75
897	86
898	83
899	80
900	81
901	66
902	78
903	68
904	72
905	69
906	82
907	61
908	67
909	73
910	63
911	75
912	76
913	70
914	65
915	57
916	61
917	69
918	67
919	71
920	70
921	69
922	58
923	67
924	76
925	63
926	63
927	71
928	48
929	75
930	78
931	61
932	67
933	75
934	64
935	63
936	51
937	75
938	62
939	65
940	56
941	62
942	54
943	59
944	41
945	52
946	46
947	53
948	55
949	52
950	69
951	51
952	45
953	58
954	57
955	37
956	57
957	57
958	49
959	38
960	52
961	42
962	40
963	53
964	43
965	48
966	37
967	42
968	43
969	31
970	46
971	47
972	47
973	33
974	31
975	29
976	38
977	31
978	35
979	30
980	35
981	30
982	27
983	28
984	24
985	27
986	37
987	29
988	20
989	29
990	25
991	29
992	23
993	27
994	18
995	23
996	20
997	14
998	18
999	25
1000	14
1001	11
1002	12
1003	7
1004	17
1005	8
1006	10
1007	13
1008	4
1009	6
1010	8
1011	8
1012	10
1013	11
1014	7
1015	9
1016	14
1017	12
1018	12
1019	12
1020	0
1021	0
1022	0
1023	0
